3000,Andhra Pradesh,Visakhapatnam,RINL Visakha Steel General Hospital,https://www.medindia.net/directories/hospitals/rinl-visakha-steel-general-hospital-visakhapatnam-andhra-pradesh-22636.htm,Visakhapatnam - 530032, Andhra Pradesh
3444,Andhra Pradesh,West Godavari,Veenus Nursing Home,https://www.medindia.net/directories/hospitals/veenus-nursing-home-west-godavari-andhra-pradesh-50549.htm,West Godavari - 534101, Andhra Pradesh
3445,Andhra Pradesh,West Godavari,Vijaya Hospital (Eluru)-West Godavari,https://www.medindia.net/directories/hospitals/vijaya-hospital-eluru-west-godavari-west-godavari-andhra-pradesh-8058.htm,West Godavari - 534002, Andhra Pradesh
3446,Andhra Pradesh,West Godavari,Vijaya Nursing Home,https://www.medindia.net/directories/hospitals/vijaya-nursing-home-west-godavari-andhra-pradesh-35499.htm,West Godavari - 534211, Andhra Pradesh
3447,Andhra Pradesh,West Godavari,Vikram Advanced Dental and Medical Clinics,https://www.medindia.net/directories/hospitals/vikram-advanced-dental-and-medical-clinics-west-godavari-andhra-pradesh-69995.htm,West Godavari - 534211, Andhra Pradesh
3448,Andhra Pradesh,West Godavari,Viran Teja Speech And Hearing Clinic,https://www.medindia.net/directories/hospitals/viran-teja-speech-and-hearing-clinic-west-godavari-andhra-pradesh-26669.htm,West Godavari - 530002, Andhra Pradesh
3449,Andhra Pradesh,West Godavari,Yasoda Hospital,https://www.medindia.net/directories/hospitals/yasoda-hospital-west-godavari-andhra-pradesh-9702.htm,West Godavari - 534002, Andhra Pradesh
3450,Andhra Pradesh,Yeleswaram,Venkata Durga Hospital,https://www.medindia.net/directories/hospitals/venkata-durga-hospital-yeleswaram-andhra-pradesh-33521.htm,Yeleswaram - 533429, Andhra Pradesh
3451,Andhra Pradesh,YSR,Sita Lakshmi Nursing Home,https://www.medindia.net/directories/hospitals/sita-lakshmi-nursing-home-ysr-andhra-pradesh-32102.htm,YSR - 516001, Andhra Pradesh
3452,Andhra Pradesh,YSR,Sri Sai Nursing Home,https://www.medindia.net/directories/hospitals/sri-sai-nursing-home-ysr-andhra-pradesh-9829.htm,YSR - 516115, Andhra Pradesh
3453,Andhra Pradesh,YSR,Abhilash Netra Vidyasala,https://www.medindia.net/directories/hospitals/abhilash-netra-vidyasala-ysr-andhra-pradesh-84959.htm,YSR - 516360, Andhra Pradesh
3454,Andhra Pradesh,YSR,Abhishek Kidney and General Hospital ( Kcm Hospital),https://www.medindia.net/directories/hospitals/abhishek-kidney-and-general-hospital-kcm-hospital-ysr-andhra-pradesh-87948.htm,YSR - 516001, Andhra Pradesh
3455,Andhra Pradesh,YSR,Ashwini Childrens Hospital,https://www.medindia.net/directories/hospitals/ashwini-childrens-hospital-ysr-andhra-pradesh-98808.htm,YSR - 516001, Andhra Pradesh
3456,Andhra Pradesh,YSR,B. G. R. Hospital,https://www.medindia.net/directories/hospitals/b-g-r-hospital-ysr-andhra-pradesh-92641.htm,YSR - 516360, Andhra Pradesh
3457,Andhra Pradesh,YSR,Balaji Nursing Home,https://www.medindia.net/directories/hospitals/balaji-nursing-home-ysr-andhra-pradesh-100869.htm,YSR - 516001, Andhra Pradesh
3458,Andhra Pradesh,YSR,Bharathi Hospital,https://www.medindia.net/directories/hospitals/bharathi-hospital-ysr-andhra-pradesh-102417.htm,YSR - 516001, Andhra Pradesh
3459,Andhra Pradesh,YSR,Bhavya Nursing Home,https://www.medindia.net/directories/hospitals/bhavya-nursing-home-ysr-andhra-pradesh-103265.htm,YSR - 516360, Andhra Pradesh
3460,Andhra Pradesh,YSR,Cnr Nursing Home,https://www.medindia.net/directories/hospitals/cnr-nursing-home-ysr-andhra-pradesh-103036.htm,YSR - 516360, Andhra Pradesh
3461,Andhra Pradesh,YSR,Dinesh Medical Centre,https://www.medindia.net/directories/hospitals/dinesh-medical-centre-ysr-andhra-pradesh-83637.htm,YSR - 516390, Andhra Pradesh
3462,Andhra Pradesh,YSR,Dr G R K R Multi Speciality Hospitals,https://www.medindia.net/directories/hospitals/dr-g-r-k-r-multi-speciality-hospitals-ysr-andhra-pradesh-103788.htm,YSR - 516002, Andhra Pradesh
3463,Andhra Pradesh,YSR,Dr. S. V. R. Hospital,https://www.medindia.net/directories/hospitals/dr-s-v-r-hospital-ysr-andhra-pradesh-98703.htm,YSR - 516360, Andhra Pradesh
3464,Andhra Pradesh,YSR,G. S. R. Heart Care Centre - Cuddapah,https://www.medindia.net/directories/hospitals/g-s-r-heart-care-centre-cuddapah-ysr-andhra-pradesh-13646.htm,YSR - 516001, Andhra Pradesh
3465,Andhra Pradesh,YSR,Himalaya Multi Speciality Hospital,https://www.medindia.net/directories/hospitals/himalaya-multi-speciality-hospital-ysr-andhra-pradesh-88069.htm,YSR - 516004, Andhra Pradesh
3466,Andhra Pradesh,YSR,Jaya Vishnu Nursing Home,https://www.medindia.net/directories/hospitals/jaya-vishnu-nursing-home-ysr-andhra-pradesh-3098.htm,YSR - 516360, Andhra Pradesh
3467,Andhra Pradesh,YSR,Jyothi Nursing Home,https://www.medindia.net/directories/hospitals/jyothi-nursing-home-ysr-andhra-pradesh-3021.htm,YSR - 516001, Andhra Pradesh
3468,Andhra Pradesh,YSR,K.C.M. Hospital,https://www.medindia.net/directories/hospitals/kcm-hospital-ysr-andhra-pradesh-3328.htm,YSR - 516001, Andhra Pradesh
3469,Andhra Pradesh,YSR,Kalyana Chakravarthy Hospitals - Proddatur,https://www.medindia.net/directories/hospitals/kalyana-chakravarthy-hospitals-proddatur-ysr-andhra-pradesh-4909.htm,YSR - 516360, Andhra Pradesh
3470,Andhra Pradesh,YSR,Kathya Nursing Home,https://www.medindia.net/directories/hospitals/kathya-nursing-home-ysr-andhra-pradesh-1491.htm,YSR - 516360, Andhra Pradesh
3471,Andhra Pradesh,YSR,Lakshmi Kishore Hospital,https://www.medindia.net/directories/hospitals/lakshmi-kishore-hospital-ysr-andhra-pradesh-317.htm,YSR - 516360, Andhra Pradesh
3472,Andhra Pradesh,YSR,Latha Mutispeciality Hospital - Proddatur,https://www.medindia.net/directories/hospitals/latha-mutispeciality-hospital-proddatur-ysr-andhra-pradesh-20513.htm,YSR - 516360, Andhra Pradesh
3473,Andhra Pradesh,YSR,Likhith Laparoscopic Centre,https://www.medindia.net/directories/hospitals/likhith-laparoscopic-centre-ysr-andhra-pradesh-24134.htm,YSR - 516001, Andhra Pradesh
3474,Andhra Pradesh,YSR,Madhavi Nursing Home,https://www.medindia.net/directories/hospitals/madhavi-nursing-home-ysr-andhra-pradesh-6013.htm,YSR - 516269, Andhra Pradesh
3475,Andhra Pradesh,YSR,Raviteja Nursing Home,https://www.medindia.net/directories/hospitals/raviteja-nursing-home-ysr-andhra-pradesh-6740.htm,YSR - 516269, Andhra Pradesh
3476,Andhra Pradesh,YSR,Siva Yogi Childrens Hospital,https://www.medindia.net/directories/hospitals/siva-yogi-childrens-hospital-ysr-andhra-pradesh-32201.htm,YSR - 516001, Andhra Pradesh
3477,Andhra Pradesh,YSR,Sri Krishna Sahithi Eye Hospital,https://www.medindia.net/directories/hospitals/sri-krishna-sahithi-eye-hospital-ysr-andhra-pradesh-33891.htm,YSR - 516001, Andhra Pradesh
3478,Andhra Pradesh,YSR,Sri veja nursing home,https://www.medindia.net/directories/hospitals/sri-veja-nursing-home-ysr-andhra-pradesh-7569.htm,YSR - 516360, Andhra Pradesh
3479,Andhra Pradesh,YSR,Tata Reddy Ramalinga Reddy Nursing Home,https://www.medindia.net/directories/hospitals/tata-reddy-ramalinga-reddy-nursing-home-ysr-andhra-pradesh-17425.htm,YSR - 516001, Andhra Pradesh
3480,Andhra Pradesh,YSR,Thulasamma Hospital,https://www.medindia.net/directories/hospitals/thulasamma-hospital-ysr-andhra-pradesh-31061.htm,YSR - 516001, Andhra Pradesh
3481,Andhra Pradesh,YSR,Vaatsalya Hospital-Y.S.R,https://www.medindia.net/directories/hospitals/vaatsalya-hospital-ysr-ysr-andhra-pradesh-9382.htm,YSR - 516360, Andhra Pradesh
3482,Andhra Pradesh,YSR,Venkata Sai Baradwaja Hospital,https://www.medindia.net/directories/hospitals/venkata-sai-baradwaja-hospital-ysr-andhra-pradesh-7884.htm,YSR - 516434, Andhra Pradesh
3483,Andhra Pradesh,YSR,Vijaya Eye Hospital-Y.S.R,https://www.medindia.net/directories/hospitals/vijaya-eye-hospital-ysr-ysr-andhra-pradesh-12955.htm,YSR - 516360, Andhra Pradesh
3484,Andhra Pradesh,YSR,Vurimi Savitramma Cardiac Centre,https://www.medindia.net/directories/hospitals/vurimi-savitramma-cardiac-centre-ysr-andhra-pradesh-4664.htm,YSR - 516001, Andhra Pradesh
3485,Arunachal Pradesh,Anjaw,Community Health Centre Hawai,https://www.medindia.net/directories/hospitals/community-health-centre-hawai-anjaw-arunachal-pradesh-94044.htm,Anjaw - 792104, Arunachal Pradesh
3486,Arunachal Pradesh,Anjaw,District Hospital,https://www.medindia.net/directories/hospitals/district-hospital-anjaw-arunachal-pradesh-94053.htm,Anjaw - 792104, Arunachal Pradesh
3487,Arunachal Pradesh,Anjaw,Khaliko Pul Memorial District Hospital,https://www.medindia.net/directories/hospitals/khaliko-pul-memorial-district-hospital-anjaw-arunachal-pradesh-94059.htm,Anjaw - 792001, Arunachal Pradesh
3488,Arunachal Pradesh,Boleng,District Hospital,https://www.medindia.net/directories/hospitals/district-hospital-boleng-arunachal-pradesh-91465.htm,Boleng - 791102, Arunachal Pradesh
3489,Arunachal Pradesh,Boleng,District Hospital,https://www.medindia.net/directories/hospitals/district-hospital-boleng-arunachal-pradesh-94385.htm,Boleng - 791102, Arunachal Pradesh
3490,Arunachal Pradesh,Changlang,4017 Field Hospital,https://www.medindia.net/directories/hospitals/4017-field-hospital-changlang-arunachal-pradesh-81915.htm,Changlang - 792056, Arunachal Pradesh
3491,Arunachal Pradesh,Changlang,Bordumsa Government Hospital,https://www.medindia.net/directories/hospitals/bordumsa-government-hospital-changlang-arunachal-pradesh-94183.htm,Changlang - 792056, Arunachal Pradesh
3492,Arunachal Pradesh,Changlang,Community Health Center,https://www.medindia.net/directories/hospitals/community-health-center-changlang-arunachal-pradesh-94072.htm,Changlang - 792103, Arunachal Pradesh
3493,Arunachal Pradesh,Changlang,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-changlang-arunachal-pradesh-94365.htm,Changlang - 792121, Arunachal Pradesh
3494,Arunachal Pradesh,Changlang,District Hospital,https://www.medindia.net/directories/hospitals/district-hospital-changlang-arunachal-pradesh-94105.htm,Changlang - 792120, Arunachal Pradesh
3495,Arunachal Pradesh,Changlang,Primary Health Centre Kharsang,https://www.medindia.net/directories/hospitals/primary-health-centre-kharsang-changlang-arunachal-pradesh-94357.htm,Changlang - 792122, Arunachal Pradesh
3496,Arunachal Pradesh,Changlang,Primary Health Centre Khimyong,https://www.medindia.net/directories/hospitals/primary-health-centre-khimyong-changlang-arunachal-pradesh-94314.htm,Changlang - 792120, Arunachal Pradesh
3497,Arunachal Pradesh,Changlang,Primary Health Centre Nampong,https://www.medindia.net/directories/hospitals/primary-health-centre-nampong-changlang-arunachal-pradesh-94371.htm,Changlang - 792123, Arunachal Pradesh
3498,Arunachal Pradesh,East Siang,Assa Diagnostics and Nursing Home,https://www.medindia.net/directories/hospitals/assa-diagnostics-and-nursing-home-east-siang-arunachal-pradesh-94749.htm,East Siang - 791102, Arunachal Pradesh
3499,Arunachal Pradesh,East Siang,Bakin Pertin General Hospital,https://www.medindia.net/directories/hospitals/bakin-pertin-general-hospital-east-siang-arunachal-pradesh-94089.htm,East Siang - 791102, Arunachal Pradesh
3500,Arunachal Pradesh,East Siang,General Hospital, Pasighat,https://www.medindia.net/directories/hospitals/general-hospital-pasighat-east-siang-arunachal-pradesh-103722.htm,East Siang - 791102, Arunachal Pradesh
3501,Arunachal Pradesh,East Siang,Urban Primary Health Centre Banskata,https://www.medindia.net/directories/hospitals/urban-primary-health-centre-banskata-east-siang-arunachal-pradesh-94291.htm,East Siang - 791102, Arunachal Pradesh
3502,Arunachal Pradesh,Itanagar,Indian Dentistry & Dental Medicine Clinic,https://www.medindia.net/directories/hospitals/indian-dentistry-dental-medicine-clinic-itanagar-arunachal-pradesh-73987.htm,Itanagar - 791113, Arunachal Pradesh
3503,Arunachal Pradesh,Itanagar,Maa Sharda Dental Clinic,https://www.medindia.net/directories/hospitals/maa-sharda-dental-clinic-itanagar-arunachal-pradesh-91734.htm,Itanagar - 791111, Arunachal Pradesh
3504,Arunachal Pradesh,Itanagar,Niba Hospital,https://www.medindia.net/directories/hospitals/niba-hospital-itanagar-arunachal-pradesh-82300.htm,Itanagar - 791110, Arunachal Pradesh
3505,Arunachal Pradesh,Itanagar,Ramakrishna Mission Hospital,https://www.medindia.net/directories/hospitals/ramakrishna-mission-hospital-itanagar-arunachal-pradesh-72849.htm,Itanagar - 791113, Arunachal Pradesh
3506,Arunachal Pradesh,Itanagar,Ramakrishna Mission Hospital,https://www.medindia.net/directories/hospitals/ramakrishna-mission-hospital-itanagar-arunachal-pradesh-10344.htm,Itanagar - 791113, Arunachal Pradesh
3507,Arunachal Pradesh,Itanagar,Ramakrishna Mission Hospital,https://www.medindia.net/directories/hospitals/ramakrishna-mission-hospital-itanagar-arunachal-pradesh-85999.htm,Itanagar - 791113, Arunachal Pradesh
3508,Arunachal Pradesh,Itanagar,Ramakrishna Mission Hospital,https://www.medindia.net/directories/hospitals/ramakrishna-mission-hospital-itanagar-arunachal-pradesh-66412.htm,Itanagar - 791113, Arunachal Pradesh
3509,Arunachal Pradesh,Itanagar,Saran Polyclinic and Physiotherapy Centre,https://www.medindia.net/directories/hospitals/saran-polyclinic-and-physiotherapy-centre-itanagar-arunachal-pradesh-73686.htm,Itanagar - 791113, Arunachal Pradesh
3510,Arunachal Pradesh,Itanagar,Tago Memorial Hospital,https://www.medindia.net/directories/hospitals/tago-memorial-hospital-itanagar-arunachal-pradesh-89254.htm,Itanagar - 791111, Arunachal Pradesh
3511,Arunachal Pradesh,Itanagar,Tomo Riba State Hospital,https://www.medindia.net/directories/hospitals/tomo-riba-state-hospital-itanagar-arunachal-pradesh-60050.htm,Itanagar - 791110, Arunachal Pradesh
3512,Arunachal Pradesh,Itanagar,Vety Clinic,https://www.medindia.net/directories/hospitals/vety-clinic-itanagar-arunachal-pradesh-60652.htm,Itanagar - 791111, Arunachal Pradesh
3513,Arunachal Pradesh,Kamle,Community Health Center Raga,https://www.medindia.net/directories/hospitals/community-health-center-raga-kamle-arunachal-pradesh-94276.htm,Kamle - 791120, Arunachal Pradesh
3514,Arunachal Pradesh,Kra Daadi,Community Health Centre Palin 50-Bedded Hospital Jorung,https://www.medindia.net/directories/hospitals/community-health-centre-palin-50-bedded-hospital-jorung-kra-daadi-arunachal-pradesh-94235.htm,Kra Daadi - 791118, Arunachal Pradesh
3515,Arunachal Pradesh,Kra Daadi,District Hospital,https://www.medindia.net/directories/hospitals/district-hospital-kra-daadi-arunachal-pradesh-94204.htm,Kra Daadi - 791118, Arunachal Pradesh
3516,Arunachal Pradesh,Kra Daadi,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-kra-daadi-arunachal-pradesh-94229.htm,Kra Daadi - 791118, Arunachal Pradesh
3517,Arunachal Pradesh,Kurung Kumey,Chera Talo District Hospital Koloriang,https://www.medindia.net/directories/hospitals/chera-talo-district-hospital-koloriang-kurung-kumey-arunachal-pradesh-94270.htm,Kurung Kumey - 791118, Arunachal Pradesh
3518,Arunachal Pradesh,Kurung Kumey,Primary Health Centre Sangram,https://www.medindia.net/directories/hospitals/primary-health-centre-sangram-kurung-kumey-arunachal-pradesh-94265.htm,Kurung Kumey - 791118, Arunachal Pradesh
3519,Arunachal Pradesh,Lepa Rada,Community Health Centre Government Hospital,https://www.medindia.net/directories/hospitals/community-health-centre-government-hospital-lepa-rada-arunachal-pradesh-94283.htm,Lepa Rada - 791101, Arunachal Pradesh
3520,Arunachal Pradesh,Lohit,Community Health Centre Sunpura,https://www.medindia.net/directories/hospitals/community-health-centre-sunpura-lohit-arunachal-pradesh-94319.htm,Lohit - 792111, Arunachal Pradesh
3521,Arunachal Pradesh,Lohit,Government Hospital Loiliang,https://www.medindia.net/directories/hospitals/government-hospital-loiliang-lohit-arunachal-pradesh-93618.htm,Lohit - 792001, Arunachal Pradesh
3522,Arunachal Pradesh,Lohit,ITBP Hospital,https://www.medindia.net/directories/hospitals/itbp-hospital-lohit-arunachal-pradesh-74000.htm,Lohit - 792001, Arunachal Pradesh
3523,Arunachal Pradesh,Lohit,Zonal General Hospital Tezu,https://www.medindia.net/directories/hospitals/zonal-general-hospital-tezu-lohit-arunachal-pradesh-94068.htm,Lohit - 792001, Arunachal Pradesh
3524,Arunachal Pradesh,Longding,District Hospital Longding,https://www.medindia.net/directories/hospitals/district-hospital-longding-longding-arunachal-pradesh-94309.htm,Longding - 792131, Arunachal Pradesh
3525,Arunachal Pradesh,Lower Dibang Valley,Community Health Center Parbuk,https://www.medindia.net/directories/hospitals/community-health-center-parbuk-lower-dibang-valley-arunachal-pradesh-94380.htm,Lower Dibang Valley - 792110, Arunachal Pradesh
3526,Arunachal Pradesh,Lower Dibang Valley,Dambuk Primary Health Centre,https://www.medindia.net/directories/hospitals/dambuk-primary-health-centre-lower-dibang-valley-arunachal-pradesh-94124.htm,Lower Dibang Valley - 792110, Arunachal Pradesh
3527,Arunachal Pradesh,Lower Dibang Valley,Government Primary Health Centre Jia,https://www.medindia.net/directories/hospitals/government-primary-health-centre-jia-lower-dibang-valley-arunachal-pradesh-94111.htm,Lower Dibang Valley - 792110, Arunachal Pradesh
3528,Arunachal Pradesh,Lower Dibang Valley,Primary Health Center Bolung,https://www.medindia.net/directories/hospitals/primary-health-center-bolung-lower-dibang-valley-arunachal-pradesh-94118.htm,Lower Dibang Valley - 792110, Arunachal Pradesh
3529,Arunachal Pradesh,Lower Subansiri,Gyati Takka General Hospital Ziro,https://www.medindia.net/directories/hospitals/gyati-takka-general-hospital-ziro-lower-subansiri-arunachal-pradesh-94224.htm,Lower Subansiri - 791120, Arunachal Pradesh
3530,Arunachal Pradesh,Lower Subansiri,Police Hospital,https://www.medindia.net/directories/hospitals/police-hospital-lower-subansiri-arunachal-pradesh-27794.htm,Lower Subansiri - 791113, Arunachal Pradesh
3531,Arunachal Pradesh,Lower Subansiri,Ramakrishna Mission Hospital,https://www.medindia.net/directories/hospitals/ramakrishna-mission-hospital-lower-subansiri-arunachal-pradesh-26796.htm,Lower Subansiri - 791113, Arunachal Pradesh
3532,Arunachal Pradesh,Naharlagun,Samaritan Hormin Hospital,https://www.medindia.net/directories/hospitals/samaritan-hormin-hospital-naharlagun-arunachal-pradesh-23848.htm,Naharlagun - 791110, Arunachal Pradesh
3533,Arunachal Pradesh,Namsai,District Hospital Namsai,https://www.medindia.net/directories/hospitals/district-hospital-namsai-namsai-arunachal-pradesh-94084.htm,Namsai - 792103, Arunachal Pradesh
3534,Arunachal Pradesh,Namsai,Govt Civil Hospital Chongkham,https://www.medindia.net/directories/hospitals/govt-civil-hospital-chongkham-namsai-arunachal-pradesh-94300.htm,Namsai - 792102, Arunachal Pradesh
3535,Arunachal Pradesh,Namsai,Mahadevpur Government Hospital,https://www.medindia.net/directories/hospitals/mahadevpur-government-hospital-namsai-arunachal-pradesh-94179.htm,Namsai - 792103, Arunachal Pradesh
3536,Arunachal Pradesh,Papum Pare,Arunachal State Hospital, Naharlagun,https://www.medindia.net/directories/hospitals/arunachal-state-hospital-naharlagun-papum-pare-arunachal-pradesh-95502.htm,Papum Pare - 791110, Arunachal Pradesh
3537,Arunachal Pradesh,Papum Pare,B T M Hospital,https://www.medindia.net/directories/hospitals/b-t-m-hospital-papum-pare-arunachal-pradesh-92638.htm,Papum Pare - 791110, Arunachal Pradesh
3538,Arunachal Pradesh,Papum Pare,Boriatari Memorial Hospital,https://www.medindia.net/directories/hospitals/boriatari-memorial-hospital-papum-pare-arunachal-pradesh-93398.htm,Papum Pare - 791110, Arunachal Pradesh
3539,Arunachal Pradesh,Papum Pare,Tara Memorial Hospital,https://www.medindia.net/directories/hospitals/tara-memorial-hospital-papum-pare-arunachal-pradesh-7583.htm,Papum Pare - 791109, Arunachal Pradesh
3540,Arunachal Pradesh,Tawang,District Hospital,https://www.medindia.net/directories/hospitals/district-hospital-tawang-arunachal-pradesh-83789.htm,Tawang - 790104, Arunachal Pradesh
3541,Arunachal Pradesh,Tawang,District Hospital Tawang,https://www.medindia.net/directories/hospitals/district-hospital-tawang-tawang-arunachal-pradesh-94248.htm,Tawang - 790104, Arunachal Pradesh
3542,Arunachal Pradesh,Tawang,Tawang District Hospital,https://www.medindia.net/directories/hospitals/tawang-district-hospital-tawang-arunachal-pradesh-17451.htm,Tawang - 790104, Arunachal Pradesh
3543,Arunachal Pradesh,Tinsukia,Chapakhowa First Referral Unit,https://www.medindia.net/directories/hospitals/chapakhowa-first-referral-unit-tinsukia-arunachal-pradesh-94138.htm,Tinsukia - 786157, Arunachal Pradesh
3544,Arunachal Pradesh,Tinsukia,Dangari Community Health Centre,https://www.medindia.net/directories/hospitals/dangari-community-health-centre-tinsukia-arunachal-pradesh-94158.htm,Tinsukia - 786154, Arunachal Pradesh
3545,Arunachal Pradesh,Tinsukia,Dholla Government Hospital,https://www.medindia.net/directories/hospitals/dholla-government-hospital-tinsukia-arunachal-pradesh-94151.htm,Tinsukia - 786154, Arunachal Pradesh
3546,Arunachal Pradesh,Tinsukia,Doomdooma Civil Hospital,https://www.medindia.net/directories/hospitals/doomdooma-civil-hospital-tinsukia-arunachal-pradesh-94172.htm,Tinsukia - 786151, Arunachal Pradesh
3547,Arunachal Pradesh,Tinsukia,Hapjan Block Primary Health Centre,https://www.medindia.net/directories/hospitals/hapjan-block-primary-health-centre-tinsukia-arunachal-pradesh-94340.htm,Tinsukia - 786170, Arunachal Pradesh
3548,Arunachal Pradesh,Tinsukia,Kakopather Block Primary Health Centre,https://www.medindia.net/directories/hospitals/kakopather-block-primary-health-centre-tinsukia-arunachal-pradesh-94350.htm,Tinsukia - 786152, Arunachal Pradesh
3549,Arunachal Pradesh,Tinsukia,Na-Sadiya Block Primary Health Centre,https://www.medindia.net/directories/hospitals/na-sadiya-block-primary-health-centre-tinsukia-arunachal-pradesh-94346.htm,Tinsukia - 786157, Arunachal Pradesh
3550,Arunachal Pradesh,Tinsukia,Pengaree Mini Primary Health Centre,https://www.medindia.net/directories/hospitals/pengaree-mini-primary-health-centre-tinsukia-arunachal-pradesh-94208.htm,Tinsukia - 786174, Arunachal Pradesh
3551,Arunachal Pradesh,Tinsukia,Phillobari Model Hospital,https://www.medindia.net/directories/hospitals/phillobari-model-hospital-tinsukia-arunachal-pradesh-94167.htm,Tinsukia - 786160, Arunachal Pradesh
3552,Arunachal Pradesh,Tinsukia,Sub Divisional Civil Hospital Sadiya,https://www.medindia.net/directories/hospitals/sub-divisional-civil-hospital-sadiya-tinsukia-arunachal-pradesh-94146.htm,Tinsukia - 786155, Arunachal Pradesh
3553,Arunachal Pradesh,Tirap,District Hospital,https://www.medindia.net/directories/hospitals/district-hospital-tirap-arunachal-pradesh-94189.htm,Tirap - 792130, Arunachal Pradesh
3554,Arunachal Pradesh,Tirap,Primary Health Center Borduria,https://www.medindia.net/directories/hospitals/primary-health-center-borduria-tirap-arunachal-pradesh-94196.htm,Tirap - 792130, Arunachal Pradesh
3555,Arunachal Pradesh,Upper Siang,District Hospital Yingkiong,https://www.medindia.net/directories/hospitals/district-hospital-yingkiong-upper-siang-arunachal-pradesh-94294.htm,Upper Siang - 791002, Arunachal Pradesh
3556,Arunachal Pradesh,Upper Subansiri,District Hospital,https://www.medindia.net/directories/hospitals/district-hospital-upper-subansiri-arunachal-pradesh-83755.htm,Upper Subansiri - 791122, Arunachal Pradesh
3557,Arunachal Pradesh,Upper Subansiri,District Hospital,https://www.medindia.net/directories/hospitals/district-hospital-upper-subansiri-arunachal-pradesh-83711.htm,Upper Subansiri - 791122, Arunachal Pradesh
3558,Arunachal Pradesh,West Kameng,District Hospital Bomdila,https://www.medindia.net/directories/hospitals/district-hospital-bomdila-west-kameng-arunachal-pradesh-94242.htm,West Kameng - 790001, Arunachal Pradesh
3559,Arunachal Pradesh,West Kameng,District Hospital Seppa,https://www.medindia.net/directories/hospitals/district-hospital-seppa-west-kameng-arunachal-pradesh-94254.htm,West Kameng - 790102, Arunachal Pradesh
3560,Arunachal Pradesh,West Kameng,District Hospital, Bomdila,https://www.medindia.net/directories/hospitals/district-hospital-bomdila-west-kameng-arunachal-pradesh-74373.htm,West Kameng - 790001, Arunachal Pradesh
3561,Arunachal Pradesh,West Siang,General Hospital Aalo,https://www.medindia.net/directories/hospitals/general-hospital-aalo-west-siang-arunachal-pradesh-94100.htm,West Siang - 791001, Arunachal Pradesh
3562,Assam,Amingaon,GNRC North Guwahati,https://www.medindia.net/directories/hospitals/gnrc-north-guwahati-amingaon-assam-11153.htm,Amingaon - 781039, Assam
3563,Assam,Badarpur,Gitanjali Hospital,https://www.medindia.net/directories/hospitals/gitanjali-hospital-badarpur-assam-26575.htm,Badarpur - 110044, Assam
3564,Assam,Badarpur,Urban Health Centre,https://www.medindia.net/directories/hospitals/urban-health-centre-badarpur-assam-92336.htm,Badarpur - 781301, Assam
3565,Assam,Bagaijan Para,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-bagaijan-para-assam-92335.htm,Bagaijan Para - 781316, Assam
3566,Assam,Baksa,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-baksa-assam-85549.htm,Baksa - 781327, Assam
3567,Assam,Baksa,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-baksa-assam-92297.htm,Baksa - 781372, Assam
3568,Assam,Baksa,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-baksa-assam-92313.htm,Baksa - 781346, Assam
3569,Assam,Baksa,Dr. Ravi Boro Civil Hospital,https://www.medindia.net/directories/hospitals/dr-ravi-boro-civil-hospital-baksa-assam-68780.htm,Baksa - 781372, Assam
3570,Assam,Baksa,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-baksa-assam-85548.htm,Baksa - 781328, Assam
3571,Assam,Baksa,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-baksa-assam-92302.htm,Baksa - 781346, Assam
3572,Assam,Baksa,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-baksa-assam-85544.htm,Baksa - 781330, Assam
3573,Assam,Baksa,Sub Health Centre,https://www.medindia.net/directories/hospitals/sub-health-centre-baksa-assam-85546.htm,Baksa - 781328, Assam
3574,Assam,Barpeta,Barpetta X-Ray Clinic,https://www.medindia.net/directories/hospitals/barpetta-x-ray-clinic-barpeta-assam-100720.htm,Barpeta - 781301, Assam
3575,Assam,Barpeta,Bhagawani Devi Prasuti Sadan,https://www.medindia.net/directories/hospitals/bhagawani-devi-prasuti-sadan-barpeta-assam-761.htm,Barpeta - 781315, Assam
3576,Assam,Barpeta,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-barpeta-assam-85551.htm,Barpeta - 781328, Assam
3577,Assam,Barpeta,Dr. John Dental Clinic,https://www.medindia.net/directories/hospitals/dr-john-dental-clinic-barpeta-assam-62958.htm,Barpeta - 781325, Assam
3578,Assam,Barpeta,Fakhruddin Ali Ahmed Medical College and Hospital,https://www.medindia.net/directories/hospitals/fakhruddin-ali-ahmed-medical-college-and-hospital-barpeta-assam-7810.htm,Barpeta - 781301, Assam
3579,Assam,Barpeta,Government Hospial,https://www.medindia.net/directories/hospitals/government-hospial-barpeta-assam-92304.htm,Barpeta - 781317, Assam
